repository_owner,repository_name,pr_number,waste,num_commits,status
microsoft,typescript,30730,14239,1,abandoned
microsoft,typescript,30737,3700,1,merged
microsoft,typescript,30721,22772,3,merged
microsoft,typescript,30703,1679,1,merged
microsoft,typescript,30704,12,1,merged
microsoft,typescript,30705,0,1,merged
microsoft,typescript,30719,904,3,merged
microsoft,typescript,30687,933,1,abandoned
microsoft,typescript,30700,632507,3,merged
microsoft,typescript,30679,109,1,abandoned
microsoft,typescript,30683,1961,1,open
microsoft,typescript,30699,2966,4,merged
microsoft,typescript,30731,223312,6,merged
microsoft,typescript,30610,655,1,merged
microsoft,typescript,30639,52925,3,open
microsoft,typescript,30626,3648,4,merged
microsoft,typescript,30637,107916,7,merged
microsoft,typescript,30695,2539,4,merged
microsoft,typescript,30654,1785,5,merged
microsoft,typescript,30595,0,1,merged
microsoft,typescript,30586,18,1,merged
microsoft,typescript,30606,1783,1,merged
microsoft,typescript,30596,21,1,open
microsoft,typescript,30579,0,1,abandoned
microsoft,typescript,30558,6259,1,merged
microsoft,typescript,30605,5096,4,merged
microsoft,typescript,30592,75021,6,merged
microsoft,typescript,30568,44218,6,merged
microsoft,typescript,30532,1961,1,merged
microsoft,typescript,30524,180,1,merged
microsoft,typescript,30521,0,1,merged
microsoft,typescript,30526,1471,3,merged
microsoft,typescript,30593,1014261,9,open
microsoft,typescript,30512,7136,1,abandoned
microsoft,typescript,30552,432,4,merged
microsoft,typescript,30520,1060913,5,open
microsoft,typescript,30498,4252,1,abandoned
microsoft,typescript,30494,16487,1,merged
microsoft,typescript,30495,7148,1,merged
microsoft,typescript,30492,90,1,merged
microsoft,typescript,30491,18149,1,merged
microsoft,typescript,30514,63558,9,merged
microsoft,typescript,30481,1274,1,abandoned
microsoft,typescript,30479,18149,1,merged
microsoft,typescript,30484,2201,3,merged
microsoft,typescript,30562,1800493,22,merged
microsoft,typescript,30513,98249,7,merged
microsoft,typescript,30510,54815,9,merged
microsoft,typescript,30565,75372,40,open
microsoft,typescript,30467,16231,1,merged
microsoft,typescript,30470,421,1,merged
microsoft,typescript,30460,2551,2,merged
microsoft,typescript,30452,1213569,2,merged
microsoft,typescript,30443,88,1,merged
microsoft,typescript,30476,3133,1,open
microsoft,typescript,30463,1752,1,merged
microsoft,typescript,30440,184,1,merged
microsoft,typescript,30437,1084,1,merged
microsoft,typescript,30427,1665,1,abandoned
microsoft,typescript,30468,111692,8,merged
microsoft,typescript,30441,996,3,merged
microsoft,typescript,30439,1227,1,merged
microsoft,typescript,30438,157948,3,merged
microsoft,typescript,30414,6377,3,merged
microsoft,typescript,30413,7747,1,merged
microsoft,typescript,30404,2447,1,merged
microsoft,typescript,30405,101,1,merged
microsoft,typescript,30403,3184,1,merged
microsoft,typescript,30401,1516,1,merged
microsoft,typescript,30409,32,1,merged
microsoft,typescript,30395,1665,1,abandoned
microsoft,typescript,30410,68,1,merged
microsoft,typescript,30402,6149,4,merged
microsoft,typescript,30411,110037,5,merged
microsoft,typescript,30389,63540,1,abandoned
microsoft,typescript,30393,126,1,abandoned
microsoft,typescript,30394,20346254,5,merged
microsoft,typescript,30416,1943027,13,merged
microsoft,typescript,30475,14715674,36,merged
microsoft,typescript,30384,32108,1,merged
microsoft,typescript,30376,1636,1,merged
microsoft,typescript,30381,310,1,merged
microsoft,typescript,30380,832,1,merged
microsoft,typescript,30386,19551,1,abandoned
microsoft,typescript,30375,35458,2,merged
microsoft,typescript,30371,2809,1,open
microsoft,typescript,30362,0,1,abandoned
microsoft,typescript,30350,484,1,merged
microsoft,typescript,30374,1417,1,merged
microsoft,typescript,30383,65660,3,merged
microsoft,typescript,30349,8756,1,merged
microsoft,typescript,30348,9514,2,merged
microsoft,typescript,30344,12424,1,merged
microsoft,typescript,30332,184,1,abandoned
microsoft,typescript,30325,16818,1,merged
microsoft,typescript,30314,5,1,abandoned
microsoft,typescript,30303,21049,1,merged
microsoft,typescript,30363,93681,9,merged
microsoft,typescript,30292,21600,2,merged
microsoft,typescript,30299,20820,1,merged
microsoft,typescript,30288,17481,1,merged
microsoft,typescript,30334,29690,6,merged
microsoft,typescript,30287,7059536,1,merged
microsoft,typescript,30273,136,1,abandoned
microsoft,typescript,30278,7990874,1,merged
microsoft,typescript,30317,136,1,merged
microsoft,typescript,30336,65,1,merged
microsoft,typescript,30286,14457226,7,merged
microsoft,typescript,30284,19497628,26,open
microsoft,typescript,30244,2665,1,merged
microsoft,typescript,30265,13008,1,merged
microsoft,typescript,30256,136,1,abandoned
microsoft,typescript,30253,47958,1,open
microsoft,typescript,30231,13,1,merged
microsoft,typescript,30228,668,1,abandoned
microsoft,typescript,30242,43044,2,merged
microsoft,typescript,30247,3918,2,merged
microsoft,typescript,30219,21,4,abandoned
microsoft,typescript,30211,764,1,merged
microsoft,typescript,30192,7549,1,abandoned
microsoft,typescript,30179,29844,3,merged
microsoft,typescript,30168,20419,1,merged
microsoft,typescript,30190,836016,1,abandoned
microsoft,typescript,30178,1715816,7,abandoned
microsoft,typescript,30160,3036,1,merged
microsoft,typescript,30232,30089,7,merged
microsoft,typescript,30154,0,1,abandoned
microsoft,typescript,30161,20518464,6,open
microsoft,typescript,30146,4795,1,merged
microsoft,typescript,30150,20419,1,abandoned
microsoft,typescript,30136,36341,1,merged
microsoft,typescript,30133,3722,2,merged
microsoft,typescript,30193,1761499,7,merged
microsoft,typescript,30259,2206376,10,merged
microsoft,typescript,30111,7754,1,merged
microsoft,typescript,30112,3255,2,merged
microsoft,typescript,30131,237,2,abandoned
microsoft,typescript,30114,174116,4,merged
microsoft,typescript,30215,1825381,20,merged
microsoft,typescript,30101,50262,1,abandoned
microsoft,typescript,30094,316,1,merged
microsoft,typescript,30092,348,2,merged
microsoft,typescript,30095,233,1,merged
microsoft,typescript,30091,57,1,merged
microsoft,typescript,30063,0,0,abandoned
microsoft,typescript,30110,37665,2,merged
microsoft,typescript,30078,25,1,merged
microsoft,typescript,30059,7265,1,merged
microsoft,typescript,30107,14284,5,merged
microsoft,typescript,30084,16111248,3,merged
microsoft,typescript,30062,946,2,merged
microsoft,typescript,30109,11870,4,merged
microsoft,typescript,30046,940,1,merged
microsoft,typescript,30052,59,1,merged
microsoft,typescript,30054,186273,2,merged
microsoft,typescript,30028,5172,3,merged
microsoft,typescript,29994,0,1,abandoned
microsoft,typescript,30010,7810,1,merged
microsoft,typescript,30008,641,2,abandoned
microsoft,typescript,29987,29724250,1,abandoned
microsoft,typescript,29990,63374,1,merged
microsoft,typescript,30035,42,1,merged
microsoft,typescript,29977,258,3,merged
microsoft,typescript,29962,5823,3,abandoned
microsoft,typescript,29996,61902,1,abandoned
microsoft,typescript,29959,423,2,merged
microsoft,typescript,29975,107525,8,merged
microsoft,typescript,29981,137881,14,merged
microsoft,typescript,30089,3074501,57,merged
microsoft,typescript,29948,6,1,merged
microsoft,typescript,29954,48,1,abandoned
microsoft,typescript,29957,1422,1,abandoned
microsoft,typescript,29933,1422,1,abandoned
microsoft,typescript,29935,123357,1,merged
microsoft,typescript,29907,340,1,merged
microsoft,typescript,29955,16561011,3,merged
microsoft,typescript,29915,2644138,1,abandoned
microsoft,typescript,29905,2625,1,merged
microsoft,typescript,29903,1,1,merged
microsoft,typescript,29923,5061,3,merged
microsoft,typescript,29887,3237,1,merged
microsoft,typescript,29894,936,1,abandoned
microsoft,typescript,29897,65199,3,merged
microsoft,typescript,29896,2350,3,merged
microsoft,typescript,29860,445,2,merged
microsoft,typescript,29874,1422,1,abandoned
microsoft,typescript,29871,19085,2,abandoned
microsoft,typescript,29886,95,4,merged
microsoft,typescript,29832,16,2,merged
microsoft,typescript,29858,10513,4,merged
microsoft,typescript,29826,46664,1,merged
microsoft,typescript,29840,17763568,2,merged
microsoft,typescript,29847,9625,7,merged
microsoft,typescript,29830,8060,3,merged
microsoft,typescript,29895,1288633,10,abandoned
microsoft,typescript,29816,651,1,merged
microsoft,typescript,29817,37441,4,merged
microsoft,typescript,29818,18936199,11,open
microsoft,typescript,29813,59223109,124,merged
microsoft,typescript,29800,45426,1,merged
microsoft,typescript,29811,7,1,abandoned
microsoft,typescript,29788,376,1,merged
microsoft,typescript,29809,7,1,abandoned
microsoft,typescript,29804,2508901,2,abandoned
microsoft,typescript,29794,203640,2,open
microsoft,typescript,29790,2861,1,merged
microsoft,typescript,29777,13641,1,merged
microsoft,typescript,29770,45426,1,abandoned
microsoft,typescript,29783,135,2,merged
microsoft,typescript,29774,1234348,1,abandoned
microsoft,typescript,29785,376,2,merged
microsoft,typescript,29764,300,1,merged
microsoft,typescript,29754,2,1,abandoned
microsoft,typescript,29766,7171,3,merged
microsoft,typescript,29749,83,1,abandoned
microsoft,typescript,29750,45426,1,abandoned
microsoft,typescript,29736,18918,1,abandoned
microsoft,typescript,29733,3240,1,merged
microsoft,typescript,29727,47658,1,abandoned
microsoft,typescript,29787,65038,7,merged
microsoft,typescript,29756,33213,3,merged
microsoft,typescript,29760,22757,6,open
microsoft,typescript,29740,346560,4,merged
microsoft,typescript,29717,5449,3,open
microsoft,typescript,29744,282,4,abandoned
microsoft,typescript,29712,22,1,merged
microsoft,typescript,29714,7892,5,merged
microsoft,typescript,29726,24433,6,merged
microsoft,typescript,29738,12924728,53,abandoned
microsoft,typescript,29711,31210,3,merged
microsoft,typescript,29699,15987742,2,abandoned
microsoft,typescript,29696,4,1,merged
microsoft,typescript,29685,2,1,merged
microsoft,typescript,29695,154290,2,merged
microsoft,typescript,29682,18,1,merged
microsoft,typescript,29671,847,1,open
microsoft,typescript,29691,16839,4,abandoned
microsoft,typescript,29705,10564,4,merged
microsoft,typescript,29665,788,1,merged
microsoft,typescript,29650,10,1,merged
microsoft,typescript,29645,48446,1,merged
microsoft,typescript,29660,156,1,merged
microsoft,typescript,29639,121,1,merged
microsoft,typescript,29646,3,1,abandoned
microsoft,typescript,29633,765,1,merged
microsoft,typescript,29676,10332,5,merged
microsoft,typescript,29690,546195,4,merged
microsoft,typescript,29636,2381,1,merged
microsoft,typescript,29619,72619,1,merged
microsoft,typescript,29647,54108,6,merged
microsoft,typescript,29637,0,1,merged
microsoft,typescript,29621,765,1,abandoned
microsoft,typescript,29626,3872,2,merged
microsoft,typescript,29609,8587,1,merged
microsoft,typescript,29601,1297459,1,abandoned
microsoft,typescript,29608,31,1,abandoned
microsoft,typescript,29607,69,1,abandoned
microsoft,typescript,29602,583,2,open
microsoft,typescript,29630,3819410,19,abandoned
microsoft,typescript,29584,12,1,merged
microsoft,typescript,29592,81,1,merged
microsoft,typescript,29591,13911,1,merged
microsoft,typescript,29575,0,1,merged
microsoft,typescript,29583,6048,1,merged
microsoft,typescript,29572,221,2,merged
microsoft,typescript,29576,177963,8,merged
microsoft,typescript,29574,147,1,abandoned
microsoft,typescript,29593,22777,5,merged
microsoft,typescript,29563,15793,5,merged
microsoft,typescript,29555,1440,1,merged
microsoft,typescript,29547,6638,2,merged
microsoft,typescript,29562,73,1,abandoned
microsoft,typescript,29571,4418557,4,open
microsoft,typescript,29556,1048,1,merged
microsoft,typescript,29560,13751,1,merged
microsoft,typescript,29541,13751,1,abandoned
microsoft,typescript,29546,6664,1,merged
microsoft,typescript,29569,93030,6,merged
microsoft,typescript,29534,380,2,merged
microsoft,typescript,29542,117902,1,abandoned
microsoft,typescript,29529,13751,1,abandoned
microsoft,typescript,29507,13751,1,abandoned
microsoft,typescript,29582,705113,8,abandoned
microsoft,typescript,29539,11625,4,open
microsoft,typescript,29532,6258,2,merged
microsoft,typescript,29492,19264039,2,abandoned
microsoft,typescript,29493,19341897,3,merged
microsoft,typescript,29488,582689,2,abandoned
microsoft,typescript,29510,2847334,6,merged
microsoft,typescript,29466,20116,2,merged
microsoft,typescript,29463,78563,1,merged
microsoft,typescript,29484,3434281,3,open
microsoft,typescript,29470,8491,1,merged
microsoft,typescript,29447,1330,1,merged
microsoft,typescript,29468,30670,2,open
microsoft,typescript,29446,968,2,merged
microsoft,typescript,29444,790,1,merged
microsoft,typescript,29439,18931829,3,merged
microsoft,typescript,29467,38700,21,merged
microsoft,typescript,29451,9653,3,merged
microsoft,typescript,29426,790,1,abandoned
microsoft,typescript,29433,135,1,merged
microsoft,typescript,29478,2935989,15,merged
microsoft,typescript,29418,54976,1,merged
microsoft,typescript,29420,640,1,merged
microsoft,typescript,29421,66794,3,merged
microsoft,typescript,29422,341961,4,merged
microsoft,typescript,29403,790,1,abandoned
microsoft,typescript,29410,2955,3,merged
microsoft,typescript,29389,58069,1,abandoned
microsoft,typescript,29386,5344,1,merged
microsoft,typescript,29384,3922,1,merged
microsoft,typescript,29383,86,1,merged
microsoft,typescript,29395,19746158,8,merged
microsoft,typescript,29412,77034,2,merged
microsoft,typescript,29385,9801,3,merged
microsoft,typescript,29460,9718,20,merged
microsoft,typescript,29437,4941844,18,merged
microsoft,typescript,29435,1716532,27,merged
microsoft,typescript,29364,657044,1,abandoned
microsoft,typescript,29371,790,1,abandoned
microsoft,typescript,29359,6892,1,merged
microsoft,typescript,29363,120,1,merged
microsoft,typescript,29372,30133,2,merged
microsoft,typescript,29351,28034,1,merged
microsoft,typescript,29342,138,1,abandoned
microsoft,typescript,29349,305,1,merged
microsoft,typescript,29380,23111,3,merged
microsoft,typescript,29353,349404,4,open
microsoft,typescript,29336,101,1,merged
microsoft,typescript,29333,2344,1,merged
microsoft,typescript,29338,18524,3,merged
microsoft,typescript,29339,4832853,3,merged
microsoft,typescript,29335,3983,1,merged
microsoft,typescript,29317,163148,2,open
microsoft,typescript,29316,139,2,merged
microsoft,typescript,29313,4149,1,merged
microsoft,typescript,29309,1488790,1,abandoned
microsoft,typescript,29308,12502,2,merged
microsoft,typescript,29352,42423,7,merged
microsoft,typescript,29374,117444,11,open
microsoft,typescript,29298,11360,1,merged
microsoft,typescript,29307,83,1,abandoned
microsoft,typescript,29285,10139,1,merged
microsoft,typescript,29266,1219,1,merged
microsoft,typescript,29301,37,2,merged
microsoft,typescript,29302,217953,9,merged
microsoft,typescript,29332,3010663,27,merged
microsoft,typescript,29314,41878,21,merged
microsoft,typescript,29265,4220,1,merged
microsoft,typescript,29250,428,2,merged
microsoft,typescript,29253,2101,1,merged
microsoft,typescript,29244,9349,1,merged
microsoft,typescript,29252,2350,1,merged
microsoft,typescript,29247,48584,1,merged
microsoft,typescript,29264,22542,4,merged
microsoft,typescript,29240,3731,1,merged
microsoft,typescript,29254,374,3,abandoned
microsoft,typescript,29224,26,1,abandoned
microsoft,typescript,29243,160,1,abandoned
microsoft,typescript,29262,12317,4,abandoned
microsoft,typescript,29242,19532417,4,merged
microsoft,typescript,29218,855,3,merged
microsoft,typescript,29215,144,2,merged
microsoft,typescript,29216,306,2,merged
microsoft,typescript,29228,101514,3,open
microsoft,typescript,29208,3266,1,open
microsoft,typescript,29181,86,1,merged
microsoft,typescript,29187,126,1,merged
microsoft,typescript,29214,39086,3,merged
microsoft,typescript,29207,1972,3,abandoned
microsoft,typescript,29170,126,1,abandoned
microsoft,typescript,29192,1802,4,merged
microsoft,typescript,29174,4574,1,abandoned
microsoft,typescript,29166,6210,2,abandoned
microsoft,typescript,29165,1524,1,abandoned
microsoft,typescript,29177,7886,3,abandoned
microsoft,typescript,29179,20699,4,merged
microsoft,typescript,29167,2771760,10,merged
microsoft,typescript,29156,7,1,abandoned
microsoft,typescript,29148,20,1,abandoned
microsoft,typescript,29151,9,1,abandoned
microsoft,typescript,29147,348,1,merged
microsoft,typescript,29160,126468,3,abandoned
microsoft,typescript,29164,0,1,abandoned
microsoft,typescript,29144,2,1,abandoned
microsoft,typescript,29115,4,1,merged
microsoft,typescript,29136,481682,3,merged
microsoft,typescript,29110,5768,3,merged
microsoft,typescript,29150,1740,3,abandoned
microsoft,typescript,29109,1033,1,merged
microsoft,typescript,29121,16262,3,merged
microsoft,typescript,29102,83792,3,merged
microsoft,typescript,29084,3419,1,merged
microsoft,typescript,29082,3436,3,merged
microsoft,typescript,29088,437,1,merged
microsoft,typescript,29080,82,1,merged
microsoft,typescript,29119,84676,7,open
microsoft,typescript,29086,62,1,merged
microsoft,typescript,29079,3122,2,merged
microsoft,typescript,29066,3802,1,merged
microsoft,typescript,29069,4152,1,merged
microsoft,typescript,29068,3972,3,merged
microsoft,typescript,29030,218,3,merged
microsoft,typescript,29022,7898,3,merged
microsoft,typescript,29085,3331844,5,merged
microsoft,typescript,29161,267384,23,merged
microsoft,typescript,29053,50832,12,merged
microsoft,typescript,29096,457811,71,abandoned
microsoft,typescript,29008,1,1,abandoned
microsoft,typescript,28976,14,1,abandoned
microsoft,typescript,28989,35,1,merged
microsoft,typescript,28992,427445,3,merged
microsoft,typescript,28986,0,1,abandoned
microsoft,typescript,28972,14,1,abandoned
microsoft,typescript,28970,14,1,abandoned
microsoft,typescript,28971,2146,1,abandoned
microsoft,typescript,29015,5101919,3,abandoned
microsoft,typescript,29010,27674,3,open
microsoft,typescript,28967,7612,2,merged
microsoft,typescript,28950,26089,1,open
microsoft,typescript,28961,0,1,merged
microsoft,typescript,28949,4412,1,abandoned
microsoft,typescript,28946,881,1,merged
microsoft,typescript,28951,105,2,merged
microsoft,typescript,28941,148,1,merged
microsoft,typescript,29011,233873,13,merged
microsoft,typescript,28959,88,3,abandoned
microsoft,typescript,28940,5200,3,merged
microsoft,typescript,28965,19403,6,merged
microsoft,typescript,28942,32483,11,merged
microsoft,typescript,28932,6,5,merged
microsoft,typescript,28921,18,1,merged
microsoft,typescript,28919,997,3,merged
microsoft,typescript,28948,4406,3,merged
microsoft,typescript,28909,2025,1,merged
microsoft,typescript,28920,16422,6,merged
microsoft,typescript,28916,17946,2,open
microsoft,typescript,28923,103607,29,abandoned
microsoft,typescript,28878,129,1,merged
microsoft,typescript,28899,10099,3,abandoned
microsoft,typescript,28896,1006,2,merged
microsoft,typescript,28885,0,1,abandoned
microsoft,typescript,28866,148,1,abandoned
microsoft,typescript,28870,6848,4,merged
microsoft,typescript,28856,1160,1,merged
microsoft,typescript,28888,132340,8,merged
microsoft,typescript,28857,33352,4,merged
microsoft,typescript,28848,165,1,merged
microsoft,typescript,28851,13371,4,merged
microsoft,typescript,28854,13014,4,merged
microsoft,typescript,28844,148,1,abandoned
microsoft,typescript,28822,1589,1,merged
microsoft,typescript,28817,148,1,abandoned
microsoft,typescript,28850,131,5,merged
microsoft,typescript,28818,131,5,merged
microsoft,typescript,28832,1373,2,merged
microsoft,typescript,28809,1,1,abandoned
microsoft,typescript,28902,28721,20,merged
microsoft,typescript,28784,6164,3,merged
microsoft,typescript,28782,2005,1,merged
microsoft,typescript,28783,3492,2,merged
microsoft,typescript,28772,19,1,merged
microsoft,typescript,28745,540,1,merged
microsoft,typescript,28746,540,1,merged
microsoft,typescript,28886,46927,23,merged
microsoft,typescript,28780,9329,7,merged
microsoft,typescript,28749,300544,10,open
microsoft,typescript,28863,105910,58,abandoned
microsoft,typescript,28716,2651,1,merged
microsoft,typescript,28727,6182502,1,open
microsoft,typescript,28717,204,1,merged
microsoft,typescript,28742,552,1,merged
microsoft,typescript,28711,2651,1,merged
microsoft,typescript,28704,0,1,merged
microsoft,typescript,28708,14501,1,open
microsoft,typescript,28692,164,1,abandoned
microsoft,typescript,28684,0,1,abandoned
microsoft,typescript,28718,5734,3,merged
microsoft,typescript,28658,1994,1,abandoned
microsoft,typescript,28669,21241376,2,merged
microsoft,typescript,28707,935644,4,abandoned
microsoft,typescript,28693,204,3,merged
microsoft,typescript,28695,20,1,merged
microsoft,typescript,28675,2200,1,merged
microsoft,typescript,28639,191,1,merged
microsoft,typescript,28643,191,1,merged
microsoft,typescript,28644,6513,4,merged
microsoft,typescript,28633,97,1,merged
microsoft,typescript,28627,3091,1,merged
microsoft,typescript,28625,2861,1,merged
microsoft,typescript,28626,0,1,merged
microsoft,typescript,28645,1003,1,merged
microsoft,typescript,28623,93514,1,merged
microsoft,typescript,28618,97,1,abandoned
microsoft,typescript,28611,6580,1,abandoned
microsoft,typescript,28672,11444,5,merged
microsoft,typescript,28629,6513,4,merged
microsoft,typescript,28612,7425,3,merged
microsoft,typescript,28601,27,1,merged
microsoft,typescript,28609,1636,1,merged
microsoft,typescript,28591,12,1,abandoned
microsoft,typescript,28610,1299,1,merged
microsoft,typescript,28607,142,1,merged
microsoft,typescript,28585,877,1,merged
microsoft,typescript,28588,717912,1,merged
microsoft,typescript,28583,6307,2,merged
microsoft,typescript,28606,792,1,merged
microsoft,typescript,28580,1775,1,abandoned
microsoft,typescript,28572,3698094,1,merged
microsoft,typescript,28584,535,2,open
microsoft,typescript,28573,6,1,abandoned
microsoft,typescript,28563,59,1,merged
microsoft,typescript,28604,3814,3,merged
microsoft,typescript,28564,3714704,1,open
microsoft,typescript,28553,4211,1,abandoned
microsoft,typescript,28552,219,1,abandoned
microsoft,typescript,28537,70,1,merged
microsoft,typescript,28558,1557,1,merged
microsoft,typescript,28557,26488,1,merged
microsoft,typescript,28533,12354,1,merged
microsoft,typescript,28562,2888,2,merged
microsoft,typescript,28561,232,1,merged
microsoft,typescript,28531,601,1,merged
microsoft,typescript,28524,140,1,abandoned
microsoft,typescript,28528,2397,3,merged
microsoft,typescript,28526,19877,1,merged
microsoft,typescript,28554,46457,6,merged
microsoft,typescript,28559,11729,6,merged
microsoft,typescript,28513,1154,1,merged
microsoft,typescript,28504,60862,1,merged
microsoft,typescript,28498,3332,1,open
microsoft,typescript,28496,2265,1,merged
microsoft,typescript,28494,598908,1,merged
microsoft,typescript,28517,3972266,1,open
microsoft,typescript,28501,88944,3,open
microsoft,typescript,28490,55,1,merged
microsoft,typescript,28509,7297544,3,abandoned
microsoft,typescript,28493,6033,2,merged
microsoft,typescript,28487,2864,1,merged
microsoft,typescript,28478,1,1,merged
microsoft,typescript,28485,4174,1,merged
microsoft,typescript,28458,652,2,merged
microsoft,typescript,28457,0,1,merged
microsoft,typescript,28473,841,1,merged
microsoft,typescript,28465,4497287,4,merged
microsoft,typescript,28454,3111,1,merged
microsoft,typescript,28451,5464,2,merged
microsoft,typescript,28455,1336,1,merged
microsoft,typescript,28482,12170,1,merged
microsoft,typescript,28453,8125,2,merged
microsoft,typescript,28456,7955,8,merged
microsoft,typescript,28442,669,1,merged
microsoft,typescript,28489,4908273,8,merged
microsoft,typescript,28444,146,1,merged
microsoft,typescript,28441,143,1,open
microsoft,typescript,28450,58148,5,merged
microsoft,typescript,28449,468,2,open
microsoft,typescript,28522,1870129,28,abandoned
microsoft,typescript,28438,2,1,merged
microsoft,typescript,28436,1479,1,merged
microsoft,typescript,28419,238,1,merged
microsoft,typescript,28428,10141,1,merged
microsoft,typescript,28423,8415,2,merged
microsoft,typescript,28418,88029,2,merged
microsoft,typescript,28416,248,1,abandoned
microsoft,typescript,28420,4548,3,merged
microsoft,typescript,28415,2503,1,merged
microsoft,typescript,28403,9815,1,open
microsoft,typescript,28400,3193,2,merged
microsoft,typescript,28398,1843,1,merged
microsoft,typescript,28406,141937,4,merged
microsoft,typescript,28429,70617,5,merged
microsoft,typescript,28392,277,1,abandoned
microsoft,typescript,28387,2342,1,merged
microsoft,typescript,28384,5010,1,merged
microsoft,typescript,28376,5743,1,merged
microsoft,typescript,28405,42,1,merged
microsoft,typescript,28371,110,1,merged
microsoft,typescript,28385,1782,3,merged
microsoft,typescript,28381,1712,3,merged
microsoft,typescript,28361,530,1,merged
microsoft,typescript,28353,284018,2,merged
microsoft,typescript,28386,11932,5,merged
microsoft,typescript,28349,276871,1,merged
microsoft,typescript,28369,626829,7,merged
microsoft,typescript,28366,1819212,9,merged
microsoft,typescript,28417,4206,6,merged
microsoft,typescript,28372,21253156,12,open
microsoft,typescript,28348,276243,1,merged
microsoft,typescript,28346,3351,1,merged
microsoft,typescript,28345,1802,1,merged
microsoft,typescript,28341,14003,1,merged
microsoft,typescript,28318,0,1,merged
microsoft,typescript,28316,47416,1,abandoned
microsoft,typescript,28343,58133,2,merged
microsoft,typescript,28344,34792,5,abandoned
microsoft,typescript,28342,9477,4,merged
microsoft,typescript,28340,10608,11,merged
microsoft,typescript,28300,7645,1,merged
microsoft,typescript,28305,30,2,merged
microsoft,typescript,28319,7761,4,merged
microsoft,typescript,28299,658033,5,merged
microsoft,typescript,28303,10280,2,merged
microsoft,typescript,28295,104,1,merged
microsoft,typescript,28286,27,1,abandoned
microsoft,typescript,28298,787177,8,merged
microsoft,typescript,28283,589,1,abandoned
microsoft,typescript,28282,748,2,merged
microsoft,typescript,28278,31079,1,abandoned
microsoft,typescript,28281,6128,3,merged
microsoft,typescript,28294,5488,1,merged
microsoft,typescript,28287,232,1,merged
microsoft,typescript,28273,2024,2,merged
microsoft,typescript,28313,2320493,7,merged
microsoft,typescript,28270,19180,3,merged
microsoft,typescript,28271,13861,3,merged
microsoft,typescript,28312,658281,14,merged
microsoft,typescript,28290,23823494,11,open
microsoft,typescript,28255,10,1,merged
microsoft,typescript,28264,25,1,abandoned
microsoft,typescript,28263,541,1,merged
microsoft,typescript,28258,42466,4,merged
microsoft,typescript,28254,172,1,abandoned
microsoft,typescript,28249,1280,1,merged
microsoft,typescript,28266,3892,5,merged
microsoft,typescript,28245,814,1,merged
microsoft,typescript,28243,4967,2,merged
microsoft,typescript,28238,1,1,merged
microsoft,typescript,28240,3347748,5,merged
microsoft,typescript,28237,4475,1,merged
microsoft,typescript,28256,20912061,5,open
microsoft,typescript,28235,11023,1,merged
microsoft,typescript,28244,8018,8,merged
microsoft,typescript,28261,4912012,8,open
microsoft,typescript,28242,16173,2,merged
microsoft,typescript,28236,44545,4,merged
microsoft,typescript,28232,29338,1,open
microsoft,typescript,28229,7,1,abandoned
microsoft,typescript,28228,4511,1,merged
microsoft,typescript,28225,187,1,abandoned
microsoft,typescript,28223,3267,1,abandoned
microsoft,typescript,28226,77,1,merged
microsoft,typescript,28222,2755,1,merged
microsoft,typescript,28221,5302,2,merged
microsoft,typescript,28219,15485,1,merged
microsoft,typescript,28218,12430,2,merged
microsoft,typescript,28234,24376,8,merged
microsoft,typescript,28250,6536497,34,open
microsoft,typescript,28212,6851,1,merged
microsoft,typescript,28215,4567,2,abandoned
microsoft,typescript,28216,6,1,merged
microsoft,typescript,28211,6139,1,merged
microsoft,typescript,28209,3739,2,merged
microsoft,typescript,28214,17846,2,merged
microsoft,typescript,28207,592,1,merged
microsoft,typescript,28217,3038,1,merged
microsoft,typescript,28205,1027,1,merged
microsoft,typescript,28201,4511,1,abandoned
microsoft,typescript,28206,40754,4,merged
microsoft,typescript,28213,2542,2,merged
microsoft,typescript,28196,31403,1,abandoned
microsoft,typescript,28190,2038,1,merged
microsoft,typescript,28187,2199,1,abandoned
microsoft,typescript,28194,1,1,merged
microsoft,typescript,28181,46,1,merged
microsoft,typescript,28182,33,1,abandoned
microsoft,typescript,28180,359,1,abandoned
microsoft,typescript,28188,2199,1,merged
microsoft,typescript,28177,8,1,abandoned
microsoft,typescript,28185,107520,3,abandoned
microsoft,typescript,28171,27176,1,merged
microsoft,typescript,28176,288,2,abandoned
microsoft,typescript,28173,40077,4,abandoned
microsoft,typescript,28170,15215,3,merged
microsoft,typescript,28175,171441,2,abandoned
microsoft,typescript,28169,115,1,abandoned
microsoft,typescript,28179,4899250,39,abandoned
microsoft,typescript,28183,125668632,250,abandoned
microsoft,typescript,28163,12661,1,open
microsoft,typescript,28162,14184,1,open
microsoft,typescript,28160,239,1,abandoned
microsoft,typescript,28161,12994,2,merged
microsoft,typescript,28156,2,1,abandoned
microsoft,typescript,28157,13644,1,merged
microsoft,typescript,28148,6886,1,merged
microsoft,typescript,28146,6,1,merged
microsoft,typescript,28140,5,1,abandoned
microsoft,typescript,28168,3555736,4,open
microsoft,typescript,28158,8088,1,merged
microsoft,typescript,28124,5,1,merged
microsoft,typescript,28129,6502,1,merged
microsoft,typescript,28133,16230,2,merged
