repository_owner,repository_name,pr_number,waste,num_commits,status
microsoft,vscode,75681,503,2,merged
microsoft,vscode,75731,757609,3,merged
microsoft,vscode,75618,10195,1,merged
microsoft,vscode,75565,1,1,merged
microsoft,vscode,75626,16132,3,open
microsoft,vscode,75633,6278,3,abandoned
microsoft,vscode,75547,78,1,merged
microsoft,vscode,75644,40742,7,merged
microsoft,vscode,75619,6189,6,merged
microsoft,vscode,75519,14,1,merged
microsoft,vscode,75667,68768,7,merged
microsoft,vscode,75461,1769,2,merged
microsoft,vscode,75458,137,1,abandoned
microsoft,vscode,75546,16330,2,merged
microsoft,vscode,75455,2673,2,merged
microsoft,vscode,75378,3391,1,merged
microsoft,vscode,75391,31,1,merged
microsoft,vscode,75375,471,2,merged
microsoft,vscode,75371,125,1,merged
microsoft,vscode,75398,180050,4,merged
microsoft,vscode,75457,532788,5,merged
microsoft,vscode,75372,415,1,merged
microsoft,vscode,75357,20029,1,merged
microsoft,vscode,75370,8593,2,merged
microsoft,vscode,75332,15,1,merged
microsoft,vscode,75376,2562,5,merged
microsoft,vscode,75325,104,1,merged
microsoft,vscode,75295,57,1,open
microsoft,vscode,75330,0,1,merged
microsoft,vscode,75290,138,1,merged
microsoft,vscode,75289,0,1,merged
microsoft,vscode,75286,154,1,merged
microsoft,vscode,75242,10954,1,merged
microsoft,vscode,75306,189374,5,abandoned
microsoft,vscode,75273,819,2,merged
microsoft,vscode,75300,4495,6,merged
microsoft,vscode,75291,449526,8,merged
microsoft,vscode,75213,128,1,open
microsoft,vscode,75155,8,1,open
microsoft,vscode,75162,1,1,merged
microsoft,vscode,75224,4720,4,merged
microsoft,vscode,75218,4678,2,merged
microsoft,vscode,75200,20865,4,merged
microsoft,vscode,75118,32,1,abandoned
microsoft,vscode,75092,384,1,merged
microsoft,vscode,75048,2321,1,merged
microsoft,vscode,75052,548,1,open
microsoft,vscode,75053,22062,2,open
microsoft,vscode,75043,16940,1,merged
microsoft,vscode,75293,824586,13,open
microsoft,vscode,75040,156,1,merged
microsoft,vscode,75033,17,1,open
microsoft,vscode,75029,509,1,merged
microsoft,vscode,75036,2723,2,open
microsoft,vscode,74971,6127,4,merged
microsoft,vscode,75108,1468813,11,merged
microsoft,vscode,74930,654887,1,merged
microsoft,vscode,74881,1245,1,merged
microsoft,vscode,74813,0,1,merged
microsoft,vscode,74816,60,1,merged
microsoft,vscode,74811,394,1,merged
microsoft,vscode,74810,463,1,abandoned
microsoft,vscode,74818,525200,4,merged
microsoft,vscode,74809,1779,1,merged
microsoft,vscode,74896,1695619,5,merged
microsoft,vscode,74802,25,1,merged
microsoft,vscode,74785,384,1,merged
microsoft,vscode,74724,1,1,abandoned
microsoft,vscode,74750,21,1,abandoned
microsoft,vscode,74795,1031,3,open
microsoft,vscode,74781,263,2,merged
microsoft,vscode,74688,1095,1,merged
microsoft,vscode,74691,2551,1,merged
microsoft,vscode,74686,1879,1,open
microsoft,vscode,74723,471,2,merged
microsoft,vscode,74679,6685,1,merged
microsoft,vscode,74675,449,1,open
microsoft,vscode,74685,107,2,merged
microsoft,vscode,74858,1177780,13,merged
microsoft,vscode,74672,568,1,merged
microsoft,vscode,74663,128,1,open
microsoft,vscode,74652,15,1,merged
microsoft,vscode,74629,0,1,abandoned
microsoft,vscode,74643,69,2,merged
microsoft,vscode,74646,580,4,merged
microsoft,vscode,74787,1174303,38,merged
microsoft,vscode,74582,24,1,merged
microsoft,vscode,74544,5,1,merged
microsoft,vscode,74545,0,1,merged
microsoft,vscode,74569,1452,1,merged
microsoft,vscode,74550,182,1,merged
microsoft,vscode,74546,6,1,merged
microsoft,vscode,74512,28,1,open
microsoft,vscode,74519,798,1,merged
microsoft,vscode,74495,127054,1,open
microsoft,vscode,74476,3385,1,abandoned
microsoft,vscode,74591,167,4,merged
microsoft,vscode,74462,5785,1,merged
microsoft,vscode,74464,6503,2,merged
microsoft,vscode,74460,1446,1,merged
microsoft,vscode,74420,26108,1,abandoned
microsoft,vscode,74425,26113,1,open
microsoft,vscode,74430,591,1,merged
microsoft,vscode,74392,670,1,open
microsoft,vscode,74415,419,1,merged
microsoft,vscode,74461,814,3,merged
microsoft,vscode,74366,24,1,merged
microsoft,vscode,74363,108,1,open
microsoft,vscode,74365,4882,1,merged
microsoft,vscode,74332,146,1,open
microsoft,vscode,74384,1198,1,merged
microsoft,vscode,74345,1045,1,open
microsoft,vscode,74302,355301,1,merged
microsoft,vscode,74293,22754,2,merged
microsoft,vscode,74313,2867967,4,merged
microsoft,vscode,74292,612310,8,merged
microsoft,vscode,74214,2166902,1,open
microsoft,vscode,74240,204,1,merged
microsoft,vscode,74204,59,1,abandoned
microsoft,vscode,74239,12158,2,merged
microsoft,vscode,74207,197662,2,open
microsoft,vscode,74144,15078,1,merged
microsoft,vscode,74134,154,1,merged
microsoft,vscode,74185,210,3,merged
microsoft,vscode,74231,23989,6,merged
microsoft,vscode,74090,52,1,merged
microsoft,vscode,74167,1510,3,merged
microsoft,vscode,74092,201227,3,merged
microsoft,vscode,74041,715,1,merged
microsoft,vscode,74228,70744,8,merged
microsoft,vscode,74086,52,3,merged
microsoft,vscode,74082,83,3,abandoned
microsoft,vscode,74030,492,1,abandoned
microsoft,vscode,74039,58565,3,open
microsoft,vscode,74076,14,5,merged
microsoft,vscode,74017,615,1,merged
microsoft,vscode,74026,13182,4,merged
microsoft,vscode,74003,77,1,merged
microsoft,vscode,73973,1355,1,open
microsoft,vscode,74001,559126,2,open
microsoft,vscode,73963,14,1,abandoned
microsoft,vscode,74022,1098,10,merged
microsoft,vscode,74005,50070,7,merged
microsoft,vscode,73968,2612,5,open
microsoft,vscode,74089,37999,22,merged
microsoft,vscode,74021,8662688,250,abandoned
microsoft,vscode,73850,4717,1,merged
microsoft,vscode,73890,46281,1,merged
microsoft,vscode,73954,81229,1,merged
microsoft,vscode,73930,604,2,open
microsoft,vscode,73841,68,2,merged
microsoft,vscode,73848,1866,5,merged
microsoft,vscode,73839,226,5,abandoned
microsoft,vscode,73849,941286,9,merged
microsoft,vscode,73835,88675,4,merged
microsoft,vscode,73808,1996,2,merged
microsoft,vscode,73795,1,1,merged
microsoft,vscode,73785,0,1,abandoned
microsoft,vscode,73801,2936,5,merged
microsoft,vscode,73775,111,1,merged
microsoft,vscode,73759,2,1,merged
microsoft,vscode,73744,4829,1,abandoned
microsoft,vscode,73731,0,1,merged
microsoft,vscode,73723,524,1,abandoned
microsoft,vscode,73697,0,1,merged
microsoft,vscode,73794,35721,12,abandoned
microsoft,vscode,73758,161054,6,merged
microsoft,vscode,73684,23845,1,merged
microsoft,vscode,73692,28589,3,open
microsoft,vscode,73687,47977,3,merged
microsoft,vscode,73682,22355,2,merged
microsoft,vscode,73681,20758,1,merged
microsoft,vscode,73680,44434,4,merged
microsoft,vscode,73827,3452494,26,open
microsoft,vscode,73914,1242668,40,abandoned
microsoft,vscode,73834,14421000,250,abandoned
microsoft,vscode,73625,55,1,open
microsoft,vscode,73562,450,1,merged
microsoft,vscode,73600,261,1,merged
microsoft,vscode,73566,450,1,merged
microsoft,vscode,73546,1,1,merged
microsoft,vscode,73537,231,1,open
microsoft,vscode,73553,1409,1,merged
microsoft,vscode,73481,36,1,merged
microsoft,vscode,73550,1515,5,merged
microsoft,vscode,73678,8257,7,merged
microsoft,vscode,73535,179,2,merged
microsoft,vscode,73477,31,1,merged
microsoft,vscode,73522,1524,5,merged
microsoft,vscode,73599,43676,12,merged
microsoft,vscode,73473,25,1,merged
microsoft,vscode,73466,119,1,merged
microsoft,vscode,73476,27,1,merged
microsoft,vscode,73464,921,1,abandoned
microsoft,vscode,73450,1982350,1,abandoned
microsoft,vscode,73414,27,1,merged
microsoft,vscode,73424,1688,2,open
microsoft,vscode,73406,19,1,open
microsoft,vscode,73420,678,1,merged
microsoft,vscode,73373,51,1,open
microsoft,vscode,73383,2104,2,open
microsoft,vscode,73370,96,1,merged
microsoft,vscode,73368,212,1,merged
microsoft,vscode,73365,16,1,merged
microsoft,vscode,73597,578830,21,merged
microsoft,vscode,73362,3899,6,merged
microsoft,vscode,73338,0,1,merged
microsoft,vscode,73350,246,1,merged
microsoft,vscode,73346,100,1,merged
microsoft,vscode,73322,164,1,merged
microsoft,vscode,73358,0,2,merged
microsoft,vscode,73359,140,3,merged
microsoft,vscode,73273,32934,1,merged
microsoft,vscode,73332,155647,3,merged
microsoft,vscode,73266,323,1,merged
microsoft,vscode,73245,495,1,merged
microsoft,vscode,73272,21,1,merged
microsoft,vscode,73242,52,1,open
microsoft,vscode,73232,162,1,abandoned
microsoft,vscode,73231,15227,1,merged
microsoft,vscode,73219,207,1,merged
microsoft,vscode,73243,288,3,merged
microsoft,vscode,73229,1946,2,merged
microsoft,vscode,73187,16,1,merged
microsoft,vscode,73258,2702363,5,merged
microsoft,vscode,73180,115,1,abandoned
microsoft,vscode,73214,14,2,merged
microsoft,vscode,73144,75,1,merged
microsoft,vscode,73141,2,1,open
microsoft,vscode,73154,25,2,merged
microsoft,vscode,73139,18,1,open
microsoft,vscode,73136,1,1,merged
microsoft,vscode,73132,1,2,merged
microsoft,vscode,73137,2261,4,merged
microsoft,vscode,73131,31620,1,abandoned
microsoft,vscode,73123,39155,15,merged
microsoft,vscode,73108,97,1,merged
microsoft,vscode,73103,14,1,merged
microsoft,vscode,73091,0,1,merged
microsoft,vscode,73106,0,1,merged
microsoft,vscode,73082,0,1,abandoned
microsoft,vscode,73104,3242,1,merged
microsoft,vscode,73072,4,1,merged
microsoft,vscode,73067,22,1,merged
microsoft,vscode,73054,2,1,merged
microsoft,vscode,73052,1020,1,merged
microsoft,vscode,73048,3704,2,abandoned
microsoft,vscode,73049,6551,2,merged
microsoft,vscode,73042,735,1,merged
microsoft,vscode,73034,555,1,open
microsoft,vscode,73043,21,2,abandoned
microsoft,vscode,73020,24,1,merged
microsoft,vscode,73024,611,1,merged
microsoft,vscode,73031,1699,2,merged
microsoft,vscode,73009,7,1,merged
microsoft,vscode,72957,100,1,open
microsoft,vscode,72941,28,1,merged
microsoft,vscode,73001,14873,2,merged
microsoft,vscode,72954,1923,3,merged
microsoft,vscode,72922,31,1,open
microsoft,vscode,72929,676,2,merged
microsoft,vscode,72920,3,1,merged
microsoft,vscode,72913,1017,1,merged
microsoft,vscode,72915,796,2,merged
microsoft,vscode,73010,7508,19,merged
microsoft,vscode,73119,10811774,97,merged
microsoft,vscode,72911,848,1,merged
microsoft,vscode,72832,264,1,open
microsoft,vscode,72883,0,1,merged
microsoft,vscode,72822,176,1,open
microsoft,vscode,72874,103,1,merged
microsoft,vscode,72803,27,1,abandoned
microsoft,vscode,72800,4471,1,merged
microsoft,vscode,72779,1030,1,merged
microsoft,vscode,72767,151,2,merged
microsoft,vscode,72760,2946,1,open
microsoft,vscode,72897,498,4,merged
microsoft,vscode,72736,823,1,open
microsoft,vscode,72735,361,1,open
microsoft,vscode,72745,216,3,merged
microsoft,vscode,72784,40411,7,merged
microsoft,vscode,72731,1068322,2,abandoned
microsoft,vscode,72763,2718261,6,merged
microsoft,vscode,72747,2715,4,open
microsoft,vscode,72730,1069114,1,open
microsoft,vscode,72718,1,1,merged
microsoft,vscode,72696,188,1,abandoned
microsoft,vscode,72693,658,1,abandoned
microsoft,vscode,72699,57,3,open
microsoft,vscode,72660,794203,2,abandoned
microsoft,vscode,72663,2108128,3,abandoned
microsoft,vscode,72661,794224,4,open
microsoft,vscode,72643,55,11,open
microsoft,vscode,72689,111492,14,merged
microsoft,vscode,72694,4375895,20,open
microsoft,vscode,72729,2142420,33,open
microsoft,vscode,72611,750,1,open
microsoft,vscode,72641,904,1,open
microsoft,vscode,72615,866,1,open
microsoft,vscode,72589,720,1,open
microsoft,vscode,72627,18012,2,merged
microsoft,vscode,72639,1280,2,open
microsoft,vscode,72628,543,3,open
microsoft,vscode,72553,2894,1,merged
microsoft,vscode,72552,2891,1,merged
microsoft,vscode,72508,158,1,merged
microsoft,vscode,72480,632,1,merged
microsoft,vscode,72501,6467,2,merged
microsoft,vscode,72492,11149,1,open
microsoft,vscode,72565,7001,5,abandoned
microsoft,vscode,72525,7113,3,open
microsoft,vscode,72490,3333,3,merged
microsoft,vscode,72436,65,1,merged
microsoft,vscode,72430,293,1,abandoned
microsoft,vscode,72393,987,2,merged
microsoft,vscode,72381,786896,2,open
microsoft,vscode,72369,788563,1,open
microsoft,vscode,72334,254,1,merged
microsoft,vscode,72329,2660,1,abandoned
microsoft,vscode,72275,793602,1,open
microsoft,vscode,72313,857752,2,open
microsoft,vscode,72309,792892,2,open
microsoft,vscode,72269,12,1,merged
microsoft,vscode,72281,796499,2,open
microsoft,vscode,72345,3544,7,open
microsoft,vscode,72409,1090921,18,merged
microsoft,vscode,72211,160664,1,merged
microsoft,vscode,72194,4220,2,merged
microsoft,vscode,72225,4139,1,merged
microsoft,vscode,72236,995,1,merged
microsoft,vscode,72209,2076,2,merged
microsoft,vscode,72265,1051,2,merged
microsoft,vscode,72234,1154428,3,open
microsoft,vscode,72181,805025,1,open
microsoft,vscode,72171,803087,1,open
microsoft,vscode,72159,217269,1,merged
microsoft,vscode,72160,816627,2,open
microsoft,vscode,72136,99693,1,merged
microsoft,vscode,72134,99695,1,merged
microsoft,vscode,72169,817132,4,open
microsoft,vscode,72133,2677,1,abandoned
microsoft,vscode,72125,1,1,abandoned
microsoft,vscode,72058,9936,1,merged
microsoft,vscode,72080,1016924,1,open
microsoft,vscode,72049,1027612,1,open
microsoft,vscode,72071,1562,3,merged
microsoft,vscode,72056,1033989,1,abandoned
microsoft,vscode,72041,1053357,1,open
microsoft,vscode,72030,3615,1,open
microsoft,vscode,72031,0,1,merged
microsoft,vscode,72027,130,1,abandoned
microsoft,vscode,72024,162,1,merged
microsoft,vscode,72015,82150,4,merged
microsoft,vscode,72026,424627,3,merged
microsoft,vscode,72157,467741,10,merged
microsoft,vscode,72132,67691,8,merged
microsoft,vscode,72001,50,1,merged
microsoft,vscode,72008,1,1,merged
microsoft,vscode,71999,4700,1,merged
microsoft,vscode,72000,46,1,merged
microsoft,vscode,71985,18698,1,merged
microsoft,vscode,71997,87589,2,merged
microsoft,vscode,72014,11863,4,merged
microsoft,vscode,72012,1069513,1,open
microsoft,vscode,71995,40,1,merged
microsoft,vscode,71981,268,1,merged
microsoft,vscode,71977,9,1,merged
microsoft,vscode,71944,20985,1,merged
microsoft,vscode,71956,1,1,merged
microsoft,vscode,71979,5,2,abandoned
microsoft,vscode,71960,1055868,1,open
microsoft,vscode,71969,1074630,1,open
microsoft,vscode,71940,4599,1,merged
microsoft,vscode,71927,0,0,abandoned
microsoft,vscode,71928,332,1,merged
microsoft,vscode,71926,2,1,merged
microsoft,vscode,71923,0,1,abandoned
microsoft,vscode,71874,1070114,1,open
microsoft,vscode,71855,74,1,merged
microsoft,vscode,71921,0,1,abandoned
microsoft,vscode,71880,201,1,merged
microsoft,vscode,71824,2678,1,abandoned
microsoft,vscode,71910,83,3,merged
microsoft,vscode,71872,3,1,abandoned
microsoft,vscode,71785,1092225,2,abandoned
microsoft,vscode,71762,43599,3,merged
microsoft,vscode,71710,1074009,1,open
microsoft,vscode,71734,574,1,merged
microsoft,vscode,71689,3,1,merged
microsoft,vscode,71750,1107294,1,open
microsoft,vscode,71666,7423,2,abandoned
microsoft,vscode,71678,1132288,4,open
microsoft,vscode,71633,0,1,merged
microsoft,vscode,71655,1012,1,merged
microsoft,vscode,71601,480,1,merged
microsoft,vscode,71581,30,1,merged
microsoft,vscode,71575,794,1,merged
microsoft,vscode,71626,19328,3,merged
microsoft,vscode,71748,1159390,6,open
microsoft,vscode,71564,1,1,merged
microsoft,vscode,71569,11575,1,merged
microsoft,vscode,71623,2527,4,merged
microsoft,vscode,71561,29,1,merged
microsoft,vscode,71559,1154329,1,open
microsoft,vscode,71551,10225,2,merged
microsoft,vscode,71525,1125487,1,open
microsoft,vscode,71520,24912,1,abandoned
microsoft,vscode,71531,418,1,merged
microsoft,vscode,71522,28461,2,abandoned
microsoft,vscode,71516,1146209,1,open
microsoft,vscode,71523,28461,2,abandoned
microsoft,vscode,71494,12,1,merged
microsoft,vscode,71500,1124984,1,open
microsoft,vscode,71488,1125325,1,open
microsoft,vscode,71476,732345,2,merged
microsoft,vscode,71632,108327,26,merged
microsoft,vscode,71448,1133452,1,open
microsoft,vscode,71442,7350,1,merged
microsoft,vscode,71470,12,1,merged
microsoft,vscode,71464,11,1,merged
microsoft,vscode,71469,4588,1,merged
microsoft,vscode,71441,1022,1,abandoned
microsoft,vscode,71434,1132915,1,open
microsoft,vscode,71416,32,2,merged
microsoft,vscode,71397,6175,3,merged
microsoft,vscode,71457,15721,9,abandoned
microsoft,vscode,71343,1422688,2,abandoned
microsoft,vscode,71292,3346,1,merged
microsoft,vscode,71341,1132047,1,open
microsoft,vscode,71300,264,2,merged
microsoft,vscode,71127,42,1,merged
microsoft,vscode,71257,1147566,4,open
microsoft,vscode,71027,1433444,4,open
microsoft,vscode,71387,292445,11,merged
microsoft,vscode,71019,1196870,1,open
microsoft,vscode,71301,5241,8,merged
microsoft,vscode,71218,4714,5,abandoned
microsoft,vscode,71458,1155131,17,merged
microsoft,vscode,70960,33,1,abandoned
microsoft,vscode,70990,30466,4,merged
microsoft,vscode,70969,2016,2,abandoned
microsoft,vscode,70940,9,1,merged
microsoft,vscode,70976,3494,3,abandoned
microsoft,vscode,70939,118983,2,merged
microsoft,vscode,70937,530763,6,merged
microsoft,vscode,70935,213421,11,merged
microsoft,vscode,70845,38,1,abandoned
microsoft,vscode,70867,11644,1,merged
microsoft,vscode,70869,314,1,merged
microsoft,vscode,70868,320,1,merged
microsoft,vscode,70874,77,2,merged
microsoft,vscode,70797,1237,1,abandoned
microsoft,vscode,70761,3113,1,merged
microsoft,vscode,70837,12013,3,merged
microsoft,vscode,70758,127901,2,merged
microsoft,vscode,70798,959,2,merged
microsoft,vscode,70725,17,1,abandoned
microsoft,vscode,70727,1484712,2,open
microsoft,vscode,70844,6409752,10,open
microsoft,vscode,70704,710,1,abandoned
microsoft,vscode,70717,391266,2,merged
microsoft,vscode,70701,1,1,merged
microsoft,vscode,70884,2196,12,merged
microsoft,vscode,70686,128,1,merged
microsoft,vscode,70687,29,1,abandoned
microsoft,vscode,70699,68919,3,abandoned
microsoft,vscode,70654,64,1,abandoned
microsoft,vscode,70599,91,1,merged
microsoft,vscode,70693,1296990,4,merged
microsoft,vscode,70615,1495228,3,open
microsoft,vscode,70593,1,1,abandoned
microsoft,vscode,70541,686,1,merged
microsoft,vscode,70539,1649630,2,open
microsoft,vscode,70548,4573,4,merged
microsoft,vscode,70568,13458,8,merged
microsoft,vscode,70748,105761,26,merged
microsoft,vscode,70527,1576,1,abandoned
microsoft,vscode,70519,0,1,merged
microsoft,vscode,70536,1508359,1,open
microsoft,vscode,70515,1509440,1,open
microsoft,vscode,70518,1559,1,merged
microsoft,vscode,70507,2974,2,merged
microsoft,vscode,70521,372,2,merged
microsoft,vscode,70503,1625,1,merged
microsoft,vscode,70402,1974,1,merged
microsoft,vscode,70426,1525247,1,open
microsoft,vscode,70356,321,1,merged
microsoft,vscode,70477,84,2,merged
microsoft,vscode,70345,240,1,merged
microsoft,vscode,70325,1533094,1,open
microsoft,vscode,70502,4748,3,merged
microsoft,vscode,70290,0,1,merged
microsoft,vscode,70273,432,1,abandoned
microsoft,vscode,70246,0,1,abandoned
microsoft,vscode,70269,112,1,merged
microsoft,vscode,70244,36,1,merged
microsoft,vscode,70242,6,1,merged
microsoft,vscode,70237,3744,1,merged
microsoft,vscode,70302,1468,6,merged
microsoft,vscode,70223,1556508,1,open
microsoft,vscode,70216,2,1,merged
microsoft,vscode,70213,59,1,merged
microsoft,vscode,70224,14234,3,merged
microsoft,vscode,70188,664,2,merged
microsoft,vscode,70180,122,2,merged
microsoft,vscode,70289,616133,40,abandoned
microsoft,vscode,70145,2,1,merged
microsoft,vscode,70154,0,1,merged
microsoft,vscode,70150,0,1,merged
microsoft,vscode,70174,1649870,1,open
microsoft,vscode,70179,87,1,merged
microsoft,vscode,70167,498,3,merged
microsoft,vscode,70100,1650881,1,abandoned
microsoft,vscode,70106,297996,1,abandoned
microsoft,vscode,70127,103,2,merged
microsoft,vscode,70090,438,1,merged
microsoft,vscode,70140,2103674,2,open
microsoft,vscode,70073,313,1,merged
microsoft,vscode,70047,1653275,1,open
microsoft,vscode,70010,55,2,merged
microsoft,vscode,70071,96423,8,merged
microsoft,vscode,69999,980,2,merged
microsoft,vscode,70040,822738,8,merged
microsoft,vscode,69979,3297,1,merged
microsoft,vscode,69939,392,1,abandoned
microsoft,vscode,69931,2390,7,merged
microsoft,vscode,70170,107544,27,abandoned
microsoft,vscode,69942,4892,10,merged
microsoft,vscode,69905,1290,2,merged
microsoft,vscode,69921,984,4,merged
microsoft,vscode,69915,2061,5,merged
microsoft,vscode,70072,207260,30,abandoned
microsoft,vscode,69904,1871413,3,open
microsoft,vscode,70053,441486,40,abandoned
microsoft,vscode,69938,2380559,58,abandoned
microsoft,vscode,70042,98920548,250,abandoned
microsoft,vscode,69877,40,1,merged
microsoft,vscode,69876,288,1,merged
microsoft,vscode,69861,181,1,merged
microsoft,vscode,69863,364,1,merged
microsoft,vscode,69858,173,2,merged
microsoft,vscode,69899,1696066,2,merged
microsoft,vscode,69864,391,2,merged
microsoft,vscode,69845,1742488,1,open
microsoft,vscode,69814,124,1,merged
microsoft,vscode,69831,2198,2,merged
microsoft,vscode,69815,574,1,merged
microsoft,vscode,69807,3,1,merged
microsoft,vscode,69792,13,1,merged
microsoft,vscode,69787,573,1,merged
microsoft,vscode,69778,202,1,merged
microsoft,vscode,69780,24,1,merged
microsoft,vscode,69775,87782,1,merged
microsoft,vscode,69766,3,1,merged
microsoft,vscode,69735,3,1,merged
microsoft,vscode,69726,22,1,merged
microsoft,vscode,69763,1854547,2,merged
microsoft,vscode,69747,1855159,2,abandoned
microsoft,vscode,69716,68,1,merged
microsoft,vscode,69722,92917,2,merged
microsoft,vscode,69676,0,1,merged
microsoft,vscode,69690,1369,2,merged
microsoft,vscode,69701,45,2,merged
microsoft,vscode,69673,1852,1,merged
microsoft,vscode,69799,340677,12,merged
microsoft,vscode,69816,15865,21,merged
microsoft,vscode,69610,472,1,merged
microsoft,vscode,69524,757,2,merged
microsoft,vscode,69614,400671,2,merged
microsoft,vscode,69532,317451,3,merged
microsoft,vscode,69509,257,1,abandoned
microsoft,vscode,69506,1857644,1,open
microsoft,vscode,69570,79386,5,merged
microsoft,vscode,69628,1302526,4,merged
microsoft,vscode,69369,180,1,merged
microsoft,vscode,69429,422,2,abandoned
microsoft,vscode,69577,5303,7,open
microsoft,vscode,69316,1865713,2,open
microsoft,vscode,69314,1872179,2,open
microsoft,vscode,69258,2470354,1,merged
microsoft,vscode,69348,124,1,merged
microsoft,vscode,69296,6279148,3,open
microsoft,vscode,69239,41,1,merged
microsoft,vscode,69144,0,1,abandoned
microsoft,vscode,69174,457,2,merged
microsoft,vscode,69132,1952229,1,open
microsoft,vscode,69148,1407,3,merged
microsoft,vscode,69121,0,1,merged
microsoft,vscode,69363,3197,10,open
microsoft,vscode,69131,5160,2,merged
microsoft,vscode,69095,1949883,1,open
microsoft,vscode,69081,1948840,1,open
microsoft,vscode,69101,6676,2,merged
microsoft,vscode,69079,34,1,merged
microsoft,vscode,69049,397759,2,merged
microsoft,vscode,69253,75767,14,merged
microsoft,vscode,69017,31,1,abandoned
microsoft,vscode,68978,12,1,merged
microsoft,vscode,68991,4932,1,abandoned
microsoft,vscode,68980,0,1,abandoned
microsoft,vscode,68976,11,1,abandoned
microsoft,vscode,69006,1948314,2,open
microsoft,vscode,68959,508,1,merged
microsoft,vscode,68833,51,1,merged
microsoft,vscode,68967,765,2,merged
microsoft,vscode,68863,1116,2,merged
microsoft,vscode,68964,246,1,merged
microsoft,vscode,68928,8439,4,merged
microsoft,vscode,68826,0,1,abandoned
microsoft,vscode,68973,36484,7,merged
microsoft,vscode,68771,1914263,1,merged
microsoft,vscode,68665,267,2,merged
microsoft,vscode,68779,8123,1,abandoned
microsoft,vscode,68653,2675,1,merged
microsoft,vscode,68662,144,1,abandoned
microsoft,vscode,68626,85,1,abandoned
microsoft,vscode,68642,517583,2,merged
microsoft,vscode,68585,119,1,merged
microsoft,vscode,68611,2162,3,abandoned
microsoft,vscode,68578,1,1,abandoned
microsoft,vscode,68575,101,1,merged
microsoft,vscode,68640,2216,6,merged
microsoft,vscode,68615,4729,5,abandoned
microsoft,vscode,68552,16,1,merged
microsoft,vscode,68540,0,1,abandoned
microsoft,vscode,68695,2968587,10,open
microsoft,vscode,68537,1,1,abandoned
microsoft,vscode,68484,0,1,merged
microsoft,vscode,68518,38566,1,abandoned
microsoft,vscode,68510,2847,1,merged
microsoft,vscode,68511,54090,3,merged
microsoft,vscode,68489,717998,5,merged
microsoft,vscode,68465,0,1,merged
microsoft,vscode,68538,1508,4,merged
microsoft,vscode,68467,58,1,merged
microsoft,vscode,68449,0,1,merged
microsoft,vscode,68463,18434,2,merged
microsoft,vscode,68447,1111,1,abandoned
microsoft,vscode,68418,228,1,merged
microsoft,vscode,68435,76647,4,merged
microsoft,vscode,68412,2664,2,merged
microsoft,vscode,68415,275,2,merged
microsoft,vscode,68332,6589,1,merged
microsoft,vscode,68245,53,1,merged
microsoft,vscode,68226,2184643,1,open
microsoft,vscode,68215,56,1,merged
microsoft,vscode,68250,404750,2,merged
microsoft,vscode,68326,4102,4,merged
microsoft,vscode,68419,179890,7,merged
microsoft,vscode,68182,586,1,merged
microsoft,vscode,68174,2484,1,merged
microsoft,vscode,68180,47,1,merged
microsoft,vscode,68153,0,0,merged
microsoft,vscode,68196,894993,9,merged
microsoft,vscode,68483,251593,47,abandoned
microsoft,vscode,68198,719586,206,abandoned
microsoft,vscode,68110,163,1,merged
microsoft,vscode,68104,231,1,merged
microsoft,vscode,68111,96,1,merged
microsoft,vscode,68115,49,1,merged
microsoft,vscode,68098,375,1,merged
microsoft,vscode,68091,234,1,merged
microsoft,vscode,68090,153,1,merged
microsoft,vscode,68088,114,1,merged
microsoft,vscode,68026,455,1,merged
microsoft,vscode,68092,192,1,merged
microsoft,vscode,68023,821,1,merged
microsoft,vscode,67991,5907,1,abandoned
microsoft,vscode,67960,9,1,merged
microsoft,vscode,68048,2208440,4,open
microsoft,vscode,67957,371,1,merged
microsoft,vscode,67942,1421,2,merged
microsoft,vscode,67953,2256970,2,open
microsoft,vscode,68120,138718,13,merged
microsoft,vscode,67955,398,4,merged
microsoft,vscode,68121,70424,15,merged
microsoft,vscode,67921,6339,1,merged
microsoft,vscode,67947,18582,5,merged
microsoft,vscode,67911,65,1,merged
microsoft,vscode,67919,6018,2,merged
microsoft,vscode,67861,111,1,merged
microsoft,vscode,67862,47,1,merged
microsoft,vscode,67854,21,1,abandoned
microsoft,vscode,67856,55,1,merged
microsoft,vscode,68080,87686,21,merged
microsoft,vscode,67923,1164034,8,abandoned
microsoft,vscode,67851,0,1,merged
microsoft,vscode,67838,22,1,merged
microsoft,vscode,67823,2240683,1,open
microsoft,vscode,67837,21399,1,merged
microsoft,vscode,67835,21623,2,merged
microsoft,vscode,67828,14153,2,merged
microsoft,vscode,67792,54,1,merged
microsoft,vscode,67817,1171,1,merged
microsoft,vscode,67811,197,1,merged
microsoft,vscode,67762,112,1,merged
microsoft,vscode,67772,21,1,merged
microsoft,vscode,67833,1858,5,merged
microsoft,vscode,67710,5,1,merged
microsoft,vscode,67738,60,1,merged
microsoft,vscode,67640,72,1,merged
microsoft,vscode,67625,2259038,1,open
microsoft,vscode,67548,2083,1,abandoned
microsoft,vscode,67527,2278212,1,merged
microsoft,vscode,67535,40,1,merged
microsoft,vscode,67819,4986,8,abandoned
